,A,B,C,D
18446,0,0,1,1
18447,0,1,1,1
18448,1,1,1,1
18449,1,1,1,1
18450,1,0,0,1
18451,1,0,0,1
18452,1,1,0,1
18453,1,0,0,0
18454,1,1,1,1
18455,0,0,1,1
18456,1,0,0,1
18457,1,0,1,1
18458,0,1,0,0
18459,1,0,1,1
18460,1,0,0,1
18461,0,0,0,0
18462,1,1,1,1
18463,1,0,0,1
18464,1,0,0,1
18465,0,0,1,1
18466,0,0,1,1
18467,1,0,1,1
18468,1,1,0,1
18469,0,0,0,0
18470,0,0,1,1
18471,1,1,1,1
18472,1,1,1,1
18473,0,1,0,0
18474,1,1,1,1
18475,0,0,0,1
18476,0,1,1,1
18477,0,1,1,1
18478,1,0,1,1
18479,1,1,1,1
18480,0,0,0,0
18481,1,0,0,0
18482,0,1,1,1
18483,0,0,0,1
18484,0,0,0,1
18485,0,1,1,1
18486,1,0,0,0
18487,1,1,0,1
18488,0,0,0,1
18489,0,1,0,1
18490,0,0,0,1
18491,1,1,0,1
18492,1,0,0,1
18493,1,0,1,1
18494,0,0,0,0
18495,1,1,0,0
18496,0,1,1,1
18497,0,1,0,1
18498,0,0,0,1
18499,1,0,1,1
18500,0,0,1,1
18501,1,1,1,1
18502,1,1,0,1
18503,0,0,1,1
18504,1,1,1,1
18505,1,1,1,1
18506,0,1,1,1
18507,0,0,1,1
18508,0,1,0,0
18509,0,1,1,1
18510,1,1,1,1
18511,0,1,0,0
18512,1,1,0,1
18513,1,1,0,1
18514,0,0,1,1
18515,0,0,1,1
18516,0,0,0,1
18517,0,1,0,0
18518,1,1,0,1
18519,0,1,0,0
18520,0,1,1,1
18521,1,1,1,1
18522,0,0,0,1
18523,0,1,0,1
18524,0,1,1,1
18525,1,0,1,1
18526,1,1,0,1
18527,0,1,1,1
18528,0,0,1,1
18529,1,1,1,1
18530,0,0,1,1
18531,0,1,0,0
18532,0,1,0,0
18533,1,0,1,1
18534,0,1,1,1
18535,0,1,0,0
18536,1,0,1,1
18537,1,0,1,1
18538,1,1,0,0
18539,1,1,0,0
18540,1,1,1,1
18541,0,1,0,0
18542,0,0,0,1
18543,1,0,0,1
18544,1,0,1,1
18545,1,1,1,1
18546,1,1,1,1
18547,0,1,0,1
18548,0,1,0,0
18549,0,1,1,1
18550,1,0,1,1
18551,1,1,0,1
18552,1,1,1,0
18553,0,0,1,1
18554,1,1,1,1
18555,1,0,0,1
18556,1,1,1,1
18557,1,1,1,1
18558,0,1,1,1
18559,0,1,1,1
18560,0,1,0,1
18561,0,0,0,0
18562,0,1,1,1
18563,1,0,1,1
18564,1,1,1,1
18565,0,1,0,1
18566,0,0,1,1
18567,0,0,0,0
18568,0,1,1,1
18569,1,0,1,1
18570,0,1,0,1
18571,1,0,0,1
18572,0,1,0,1
18573,0,0,0,0
18574,0,1,0,1
18575,0,0,1,1
18576,1,1,0,1
18577,1,1,1,1
18578,1,1,1,1
18579,0,1,0,0
18580,0,0,1,1
18581,1,0,0,1
18582,0,0,1,1
18583,1,0,1,1
18584,0,1,1,1
18585,0,1,1,1
18586,1,1,0,1
18587,0,1,1,1
18588,1,1,0,1
18589,0,0,0,0
18590,0,1,0,0
18591,1,0,0,1
18592,1,0,1,1
18593,1,0,1,1
18594,0,1,1,0
18595,1,0,0,0
18596,1,0,0,0
18597,0,1,0,0
18598,0,0,0,0
18599,0,0,0,0
18600,1,1,1,1
18601,1,1,0,1
18602,0,0,0,1
18603,0,0,0,0
18604,1,0,0,0
18605,1,0,1,0
18606,0,0,0,0
18607,0,0,1,1
18608,0,0,1,1
18609,1,0,1,1
18610,0,0,0,0
18611,1,1,0,0
18612,1,0,1,1
18613,1,0,0,1
18614,0,0,1,1
18615,0,0,0,0
18616,0,1,1,0
18617,1,0,1,1
18618,0,0,0,1
18619,1,1,0,1
18620,1,1,1,1
18621,1,0,0,0
18622,1,0,0,0
18623,0,1,0,1
18624,1,1,0,1
18625,1,0,0,1
18626,1,1,1,1
18627,0,0,1,1
18628,0,0,0,0
18629,1,0,1,1
18630,0,0,1,0
18631,1,0,1,1
18632,1,0,1,1
18633,0,0,1,1
18634,0,0,0,1
18635,1,0,0,1
18636,1,0,1,1
18637,1,1,1,1
18638,0,1,0,1
18639,0,0,0,1
18640,0,1,0,1
18641,1,1,1,1
18642,0,0,1,1
18643,1,0,1,1
18644,1,1,1,1
18645,1,0,1,1
18646,1,1,0,1
18647,1,1,0,0
18648,0,1,1,1
18649,1,0,0,1
18650,0,1,0,0
18651,1,0,0,0
18652,0,0,1,1
18653,0,1,1,1
18654,1,1,1,1
18655,1,1,0,1
18656,0,0,0,0
18657,1,0,0,1
18658,1,1,1,1
18659,0,0,0,1
18660,0,1,0,1
18661,0,0,1,1
18662,1,1,1,1
18663,0,1,1,1
18664,1,0,1,1
18665,1,1,0,1
18666,1,0,1,1
18667,1,0,1,1
18668,0,1,0,0
18669,0,0,1,1
18670,1,0,0,1
18671,1,0,1,1
18672,1,1,0,1
18673,0,0,0,0
18674,1,1,0,1
18675,1,0,1,1
18676,1,1,1,1
18677,0,1,0,0
18678,1,0,1,1
18679,0,1,0,1
18680,0,0,0,0
18681,1,0,0,1
18682,0,1,1,1
18683,0,1,0,1
18684,0,1,0,0
18685,0,0,0,1
18686,0,0,1,1
18687,0,1,0,0
18688,1,0,0,1
18689,1,1,0,1
18690,0,0,0,0
18691,1,1,0,1
18692,0,1,0,0
18693,0,0,1,1
18694,0,1,1,1
18695,0,1,1,1
18696,0,0,1,1
18697,1,1,1,1
18698,1,0,1,1
18699,0,0,1,1
18700,0,1,1,1
18701,1,0,0,0
18702,0,0,0,1
18703,0,0,0,0
18704,1,1,0,1
18705,0,1,1,1
18706,1,0,0,0
18707,1,1,0,0
18708,1,1,1,1
18709,0,0,1,1
18710,0,0,1,1
18711,0,1,1,1
18712,1,0,0,1
18713,1,1,1,1
18714,0,1,1,1
18715,0,0,0,0
18716,0,1,0,1
18717,1,0,1,1
18718,0,1,0,1
18719,0,0,1,0
18720,0,0,0,1
18721,1,1,1,1
18722,1,1,1,1
18723,0,0,0,1
18724,0,1,0,0
18725,0,0,0,1
18726,0,1,1,0
18727,0,0,0,1
18728,1,0,0,1
18729,1,0,0,1
18730,0,1,0,0
18731,1,0,1,1
18732,0,0,0,1
18733,1,1,1,1
18734,1,0,1,1
18735,0,1,0,1
18736,0,0,1,1
18737,0,1,1,1
18738,1,1,0,0
18739,1,0,0,1
18740,0,0,0,0
18741,0,1,1,1
18742,1,1,1,1
18743,0,0,1,1
18744,0,1,0,0
18745,1,1,0,1
18746,1,0,1,1
18747,1,1,1,1
18748,1,1,1,1
18749,0,0,1,1
18750,1,1,0,1
18751,0,0,0,0
18752,1,0,1,1
18753,1,1,0,0
18754,1,1,0,0
18755,1,1,0,0
18756,0,1,0,1
18757,1,1,1,1
18758,1,0,1,1
18759,1,0,1,1
18760,0,0,0,0
18761,0,0,0,1
18762,1,1,0,1
18763,1,0,1,1
18764,1,0,0,1
18765,1,1,0,1
18766,1,1,1,1
18767,1,1,1,1
18768,0,1,0,0
18769,1,1,1,1
18770,1,1,1,1
18771,1,1,0,1
18772,1,1,0,0
18773,1,0,0,1
18774,0,0,1,1
18775,0,1,1,1
18776,1,0,0,1
18777,1,0,0,0
18778,0,1,1,0
18779,1,1,1,1
18780,1,0,0,1
18781,1,1,0,1
18782,1,1,1,1
18783,0,1,0,1
18784,0,0,1,1
18785,0,0,0,0
18786,1,1,1,1
18787,0,1,0,0
18788,1,0,1,1
18789,1,0,1,1
18790,1,1,0,1
18791,0,1,0,0
18792,1,1,1,1
18793,0,0,0,1
18794,0,1,0,1
18795,1,0,1,1
18796,0,1,0,0
18797,0,0,0,1
18798,0,1,0,0
18799,0,1,0,1
18800,0,0,1,1
18801,0,1,0,1
18802,0,0,0,1
18803,0,0,1,1
18804,0,1,0,1
18805,1,1,0,1
18806,0,0,1,1
18807,0,1,1,1
18808,1,1,0,1
18809,1,0,1,1
18810,0,0,1,1
18811,0,0,0,1
18812,1,1,1,1
18813,0,0,1,1
18814,0,1,0,0
18815,1,0,0,1
18816,1,0,0,1
18817,0,0,0,0
18818,1,0,1,1
18819,1,0,1,0
18820,1,0,1,1
18821,1,0,1,1
18822,0,0,0,1
18823,0,1,0,1
18824,0,1,1,1
18825,0,1,1,1
18826,0,0,1,1
18827,1,0,1,1
18828,0,1,1,1
18829,1,0,1,1
18830,1,0,1,1
18831,1,0,0,1
18832,1,0,1,1
18833,0,1,0,0
18834,1,0,0,1
18835,1,1,1,1
18836,0,0,0,1
18837,0,0,0,1
18838,0,1,0,1
18839,1,0,0,1
18840,1,0,0,1
18841,0,1,0,0
18842,0,1,1,1
18843,1,1,0,1
18844,1,1,1,1
18845,1,1,1,1
18846,0,1,1,1
18847,0,0,0,1
18848,1,0,0,1
18849,0,1,0,0
18850,0,0,1,1
18851,1,0,0,0
18852,1,0,0,1
18853,1,1,0,1
18854,1,1,1,1
18855,1,0,0,0
18856,1,0,0,1
18857,0,1,0,1
18858,0,0,0,1
18859,1,1,0,0
18860,1,0,0,1
18861,1,1,1,1
18862,1,1,0,0
18863,1,1,1,1
18864,0,1,1,1
18865,0,0,0,1
18866,0,0,0,1
18867,1,0,1,1
18868,0,0,0,1
18869,1,0,0,1
18870,1,0,0,1
18871,1,1,1,1
18872,1,1,0,1
18873,0,0,0,1
18874,0,0,1,1
18875,0,1,0,1
18876,0,1,1,1
18877,1,1,1,1
18878,0,1,1,0
18879,0,1,0,1
18880,1,1,1,1
18881,0,0,0,1
18882,1,0,1,1
18883,1,1,1,1
18884,1,1,1,1
18885,0,1,0,0
18886,1,0,1,1
18887,0,0,0,1
18888,0,0,0,0
18889,0,1,1,1
18890,1,0,0,1
18891,0,1,1,1
18892,1,1,0,1
18893,0,0,1,1
18894,0,0,1,1
18895,0,1,1,1
18896,1,0,0,0
18897,1,0,0,0
18898,0,0,0,1
18899,1,1,0,1
18900,1,0,0,1
18901,0,1,1,1
18902,0,1,0,1
18903,1,1,1,1
18904,0,0,1,1
18905,0,1,1,1
18906,0,1,0,0
18907,0,1,0,0
18908,1,1,0,0
18909,0,1,0,0
18910,1,1,0,1
18911,1,1,1,1
18912,1,1,1,1
18913,0,0,1,1
18914,0,0,0,0
18915,0,0,1,1
18916,1,0,1,1
18917,0,0,0,0
18918,1,1,0,1
18919,0,0,0,0
18920,0,1,0,0
18921,0,1,0,0
18922,1,0,0,1
18923,0,1,1,1
18924,1,0,1,0
18925,1,1,1,1
18926,1,0,0,1
18927,1,0,0,1
18928,0,1,1,1
18929,0,1,0,0
18930,0,0,0,0
18931,0,1,0,1
18932,1,1,0,1
18933,0,1,1,1
18934,0,0,0,1
18935,0,1,0,0
18936,0,0,1,1
18937,1,1,0,1
18938,0,1,1,1
18939,0,0,1,0
18940,0,1,0,1
18941,0,1,0,0
18942,0,0,0,0
18943,1,0,1,1
18944,1,1,0,1
18945,1,1,0,1
18946,1,1,1,1
18947,1,0,1,0
18948,1,1,1,1
18949,0,1,0,0
18950,0,0,0,1
18951,0,0,1,0
18952,0,0,1,1
18953,0,1,0,1
18954,1,1,0,0
18955,0,0,1,1
18956,1,1,0,1
18957,0,0,0,0
18958,0,1,1,1
18959,0,0,1,1
18960,0,0,1,1
18961,1,1,1,1
18962,1,0,0,1
18963,0,0,1,1
18964,1,1,1,1
18965,1,0,0,0
18966,0,0,0,1
18967,1,1,0,1
18968,1,1,1,1
18969,1,0,1,1
18970,1,1,0,1
18971,0,0,0,1
18972,1,1,1,1
18973,1,1,1,1
18974,0,0,1,1
18975,1,0,1,1
18976,1,1,0,0
18977,1,1,0,0
18978,0,1,0,1
18979,0,1,0,0
18980,1,1,1,1
18981,1,0,0,1
18982,0,1,1,1
18983,0,1,0,1
18984,1,1,0,1
18985,1,0,0,1
18986,0,0,1,1
18987,0,0,0,0
18988,0,0,0,0
18989,0,1,0,1
18990,1,1,0,0
18991,0,1,0,0
18992,0,0,0,1
18993,0,0,1,0
18994,1,0,1,1
18995,0,0,0,0
18996,1,0,1,1
18997,0,1,0,1
18998,1,1,0,1
18999,1,0,0,1
19000,0,0,0,0
19001,1,0,1,1
19002,0,1,0,0
19003,1,1,0,0
19004,1,1,0,1
19005,1,0,0,1
19006,0,0,0,0
19007,1,0,1,0
19008,1,0,1,1
19009,0,0,1,1
19010,0,0,0,1
19011,1,0,0,0
19012,1,0,1,1
19013,0,1,0,0
19014,1,1,1,1
19015,1,0,1,0
19016,0,1,1,0
19017,1,0,0,0
19018,0,0,1,1
19019,1,0,1,1
19020,1,0,0,1
19021,0,0,1,1
19022,1,1,0,1
19023,1,1,1,1
19024,0,0,1,1
19025,1,0,0,1
19026,1,0,1,1
19027,0,0,1,1
19028,1,1,0,1
19029,0,1,0,1
19030,0,1,0,1
19031,0,1,0,0
19032,0,1,0,0
19033,1,0,0,1
19034,1,0,1,1
19035,0,1,1,1
19036,0,0,0,0
19037,0,0,0,0
19038,1,0,1,1
19039,1,1,1,1
19040,1,0,1,1
19041,1,1,0,1
19042,0,1,0,0
19043,0,1,1,1
19044,0,0,0,1
19045,0,1,0,0
19046,0,1,0,1
19047,0,1,0,0
19048,0,1,1,1
19049,1,0,0,0
19050,0,0,1,1
19051,1,1,1,1
19052,0,0,0,0
19053,1,0,0,1
19054,0,0,0,1
19055,0,1,0,0
19056,0,1,1,1
19057,0,1,1,1
19058,1,0,0,1
19059,0,1,1,1
19060,1,0,0,1
19061,0,1,1,1
19062,1,1,1,1
19063,1,1,1,1
19064,1,1,0,1
19065,0,1,0,1
19066,1,1,0,1
19067,0,1,1,1
19068,0,0,1,1
19069,0,0,0,0
19070,0,0,1,0
19071,0,0,0,0
19072,1,0,0,1
19073,0,1,0,1
19074,0,0,1,1
19075,1,0,1,1
19076,1,0,1,1
19077,1,0,0,1
19078,1,0,1,1
19079,0,1,1,1
19080,0,1,1,1
19081,1,0,0,1
19082,0,0,1,1
19083,1,0,1,1
19084,0,1,1,1
19085,1,0,0,1
19086,0,0,1,0
19087,0,0,0,0
19088,0,1,1,0
19089,1,1,1,1
19090,0,1,1,1
19091,0,0,0,0
19092,0,1,1,1
19093,0,0,1,1
19094,1,0,0,1
19095,0,1,0,1
19096,0,1,1,1
19097,0,1,1,1
19098,0,1,0,1
19099,1,0,0,1
19100,0,0,0,1
19101,0,1,1,1
19102,0,1,1,1
19103,1,1,0,1
19104,1,0,1,1
19105,1,1,1,1
19106,1,1,1,1
19107,0,0,0,0
19108,1,1,1,1
19109,1,0,1,1
19110,0,0,0,1
19111,0,0,0,0
19112,0,1,0,0
19113,0,1,0,1
19114,0,0,0,1
19115,0,0,0,1
19116,1,0,1,1
19117,0,1,1,1
19118,0,1,0,0
19119,1,1,0,1
19120,1,1,1,1
19121,1,0,1,1
19122,0,0,1,1
19123,1,0,0,1
19124,1,1,1,1
19125,1,0,1,1
19126,1,1,0,1
19127,0,0,1,1
19128,0,0,0,0
19129,1,1,1,1
19130,1,1,0,1
19131,0,0,0,1
19132,1,0,1,1
19133,1,1,0,1
19134,0,1,1,0
19135,1,0,0,0
19136,0,1,1,0
19137,1,1,1,1
19138,0,0,1,1
19139,1,0,0,1
19140,1,1,1,1
19141,1,1,0,1
19142,1,1,0,0
19143,1,1,0,1
19144,1,0,1,1
19145,1,1,0,1
19146,0,0,0,0
19147,0,0,1,1
19148,1,1,1,1
19149,0,1,0,1
19150,0,0,0,1
19151,1,1,0,1
19152,1,0,1,1
19153,0,0,0,1
19154,1,0,1,1
19155,1,1,0,1
19156,1,1,1,1
19157,0,0,1,1
19158,1,0,1,1
19159,0,1,0,1
19160,0,1,0,1
19161,1,1,1,1
19162,1,0,0,0
19163,1,0,0,1
19164,0,1,1,1
19165,1,0,1,1
19166,0,1,0,1
19167,0,1,0,0
19168,1,1,0,1
19169,1,0,0,1
19170,0,1,1,0
19171,0,1,0,0
19172,0,0,1,1
19173,0,0,0,0
19174,0,1,0,0
19175,1,1,0,1
19176,0,0,0,1
19177,0,0,0,0
19178,1,0,1,1
19179,0,1,1,1
19180,1,1,1,1
19181,0,1,1,0
19182,1,0,1,1
19183,0,0,1,1
19184,1,1,1,1
19185,1,0,1,1
19186,1,1,0,1
19187,0,1,1,1
19188,1,1,1,1
19189,0,1,1,0
19190,0,0,0,0
19191,1,0,1,1
19192,0,0,1,1
19193,1,0,1,1
19194,1,1,1,1
19195,1,1,1,1
19196,0,0,1,1
19197,0,0,1,1
19198,0,1,0,0
19199,0,1,1,1
19200,0,0,0,1
19201,1,1,1,1
19202,0,0,1,1
19203,1,1,0,1
19204,1,1,1,1
19205,0,1,1,1
19206,1,1,0,1
19207,1,0,0,0
19208,1,1,0,1
19209,1,1,1,1
19210,0,0,1,1
19211,0,0,0,1
19212,1,1,0,1
19213,0,0,0,0
19214,0,1,1,1
19215,1,1,1,1
19216,0,0,0,1
19217,0,1,1,1
19218,1,1,0,1
19219,1,1,1,1
19220,1,0,0,1
19221,0,0,0,1
19222,1,1,1,1
19223,1,0,0,1
19224,0,0,0,1
19225,0,1,0,1
19226,0,0,0,1
19227,1,0,0,1
19228,1,0,0,1
19229,1,0,0,1
19230,0,1,1,1
19231,0,1,0,0
19232,0,0,0,1
19233,1,0,1,1
19234,1,1,1,1
19235,1,1,0,0
19236,1,1,1,1
19237,0,0,1,1
19238,0,1,0,0
19239,1,0,0,0
19240,0,0,1,1
19241,0,1,0,1
19242,1,0,1,1
19243,0,0,0,0
19244,0,1,1,1
19245,1,1,0,1
19246,0,1,0,1
19247,0,1,0,0
19248,0,0,1,1
19249,1,0,0,1
19250,1,1,0,1
19251,0,0,0,1
19252,0,1,1,1
19253,1,1,1,0
19254,0,1,1,1
19255,0,0,0,0
19256,1,1,0,1
19257,0,1,0,1
19258,0,1,1,0
19259,1,1,1,1
19260,0,0,1,1
19261,1,0,1,1
19262,1,0,1,1
19263,0,1,0,0
19264,1,1,0,1
19265,1,0,1,1
19266,1,0,1,1
19267,1,0,1,1
19268,0,0,1,1
19269,1,1,1,1
19270,0,0,0,1
19271,0,0,1,1
19272,0,0,1,1
19273,1,1,0,1
19274,0,1,1,1
19275,0,1,0,0
19276,1,1,1,0
19277,0,1,0,0
19278,0,1,0,0
19279,1,1,1,1
19280,1,0,0,1
19281,0,0,1,1
19282,1,0,0,1
19283,0,1,0,0
19284,0,0,1,1
19285,1,0,1,1
19286,0,1,0,0
19287,1,0,0,0
19288,1,0,0,1
19289,0,1,1,1
19290,0,1,0,1
19291,0,0,0,1
19292,0,0,1,1
19293,0,0,0,1
19294,0,0,1,0
19295,0,0,1,0
19296,1,0,0,1
19297,0,1,1,1
19298,0,0,0,0
19299,0,1,0,0
19300,1,1,0,1
19301,1,0,0,1
19302,1,0,0,1
19303,1,0,1,1
19304,1,1,1,1
19305,0,0,1,1
19306,1,1,1,1
19307,1,0,1,1
19308,0,1,0,1
19309,0,0,0,1
19310,1,1,0,1
19311,0,0,0,0
19312,1,0,0,1
19313,0,1,1,1
19314,1,1,0,0
19315,0,1,1,1
19316,0,0,0,1
19317,0,0,1,1
19318,1,1,1,1
19319,1,1,0,1
19320,1,0,1,1
19321,1,1,1,1
19322,0,1,1,1
19323,1,1,1,1
19324,0,0,1,1
19325,0,1,0,1
19326,0,0,0,1
19327,0,0,1,1
19328,0,0,0,1
19329,1,0,0,0
19330,1,1,1,1
19331,0,1,0,0
19332,1,0,1,1
19333,0,1,0,0
19334,0,1,1,1
19335,1,0,1,1
19336,1,1,1,1
19337,0,0,1,1
19338,0,0,1,1
19339,1,1,1,1
19340,1,0,0,1
19341,0,1,1,1
19342,1,1,1,1
19343,1,1,0,1
19344,1,0,1,1
19345,0,1,1,1
19346,0,0,0,1
19347,0,0,0,0
19348,1,0,0,0
19349,1,0,0,1
19350,0,0,0,0
19351,1,1,0,1
19352,1,1,1,1
19353,0,1,0,0
19354,1,1,1,1
19355,0,1,1,1
19356,0,0,1,1
19357,0,0,1,1
19358,1,1,0,1
19359,0,0,0,0
19360,0,0,0,0
19361,1,1,0,1
19362,1,0,1,1
19363,1,0,0,1
19364,0,0,1,1
19365,0,1,1,1
19366,1,1,0,1
19367,0,1,1,1
19368,1,1,0,0
19369,1,1,1,1
19370,1,0,0,1
19371,0,0,1,1
19372,1,0,0,1
19373,1,0,0,1
19374,0,0,1,1
19375,1,1,1,1
19376,1,1,0,1
19377,0,1,0,1
19378,0,0,0,0
19379,1,1,1,1
19380,0,1,0,0
19381,0,1,1,1
19382,1,1,0,1
19383,0,0,0,0
19384,1,1,1,1
19385,1,1,0,1
19386,1,1,0,0
19387,1,1,1,1
19388,0,0,1,1
19389,1,0,1,1
19390,0,0,1,0
19391,0,0,1,1
19392,0,1,1,0
19393,1,0,1,1
19394,1,1,1,1
19395,0,1,1,1
19396,0,1,1,1
19397,0,1,0,1
19398,0,0,1,1
19399,0,1,1,1
19400,1,0,0,1
19401,0,0,1,1
19402,1,0,0,1
19403,0,0,1,0
19404,1,1,0,1
19405,1,1,0,1
19406,0,1,0,0
19407,1,0,0,1
19408,1,0,1,0
19409,1,1,1,1
19410,0,1,1,1
19411,0,1,1,0
19412,0,1,0,1
19413,1,0,0,0
19414,0,1,0,0
19415,0,1,1,1
19416,0,1,1,1
19417,1,1,0,1
19418,1,1,0,1
19419,1,0,1,1
19420,0,0,1,0
19421,0,0,1,1
19422,0,1,1,1
19423,1,0,0,1
19424,0,1,0,1
19425,0,0,1,1
19426,1,0,0,1
19427,0,1,1,1
19428,1,1,1,1
19429,0,0,0,0
19430,1,1,1,1
19431,1,1,0,1
19432,1,0,1,1
19433,1,1,0,1
19434,1,0,1,1
19435,1,0,0,0
19436,1,0,0,1
19437,0,0,0,1
19438,0,1,0,1
19439,0,0,1,1
19440,1,1,1,1
19441,1,0,0,1
19442,1,0,1,1
19443,0,1,0,1
19444,0,0,1,1
19445,0,0,0,0
19446,1,0,0,1
19447,0,1,0,1
19448,0,1,0,1
19449,1,0,0,1
19450,0,0,0,1
19451,0,0,0,1
19452,1,1,0,1
19453,1,1,0,1
19454,0,0,1,1
19455,1,0,1,1
19456,1,1,1,1
19457,0,1,1,1
19458,1,1,1,1
19459,1,0,1,1
19460,1,1,1,1
19461,0,0,0,1
19462,0,0,0,0
19463,0,1,0,1
19464,0,1,0,1
19465,1,1,0,1
19466,1,1,0,0
19467,1,0,0,1
19468,1,0,0,0
19469,0,1,1,1
19470,1,1,0,1
19471,1,1,1,1
19472,1,1,1,1
19473,0,0,0,1
19474,0,0,0,0
19475,1,0,0,1
19476,1,1,1,1
19477,0,0,0,0
19478,1,1,1,1
19479,0,1,0,1
19480,0,1,0,0
19481,1,0,0,1
19482,0,0,1,1
19483,1,1,1,1
19484,1,1,0,1
19485,1,0,1,1
19486,1,0,0,1
19487,0,1,1,1
19488,1,1,1,1
19489,1,0,1,1
19490,1,1,1,1
19491,0,0,0,1
19492,0,1,1,0
19493,1,0,1,1
19494,1,1,1,1
19495,1,0,1,1
19496,1,1,1,1
19497,0,0,0,1
19498,1,1,1,1
19499,1,1,1,1
19500,0,0,1,1
19501,0,1,0,0
19502,0,0,0,1
19503,1,1,1,1
19504,0,0,1,1
19505,1,1,0,1
19506,1,1,1,1
19507,1,0,0,1
19508,0,1,1,1
19509,1,0,1,1
19510,1,0,1,1
19511,1,0,0,1
19512,1,1,0,1
19513,1,1,0,1
19514,0,1,0,1
19515,0,0,0,1
19516,1,1,1,1
19517,1,1,1,1
19518,0,0,0,0
19519,1,1,0,1
19520,0,0,1,1
19521,1,0,0,0
19522,0,1,1,1
19523,0,1,1,1
19524,0,1,1,1
19525,1,1,1,1
19526,1,1,1,1
19527,1,1,0,1
19528,0,0,0,0
19529,1,1,0,1
19530,0,0,0,1
19531,1,1,1,1
19532,1,0,0,1
19533,0,0,0,0
19534,0,0,0,0
19535,1,1,1,1
19536,0,1,1,0
19537,0,1,1,1
19538,1,0,1,1
19539,0,1,1,1
19540,0,0,1,0
19541,0,1,0,0
19542,0,1,1,1
19543,1,0,1,1
19544,0,1,1,1
19545,1,0,0,1
19546,0,1,1,0
19547,1,0,0,1
19548,0,1,1,0
19549,0,1,1,1
19550,1,0,0,1
19551,0,1,1,1
19552,1,1,1,1
19553,0,1,1,1
19554,1,1,1,1
19555,1,1,0,1
19556,1,0,0,1
19557,1,1,1,0
19558,1,0,1,1
19559,0,0,1,1
19560,0,0,0,1
19561,0,1,0,0
19562,0,0,0,0
19563,1,0,1,1
19564,0,1,1,1
19565,1,1,1,1
19566,0,1,1,1
19567,1,1,0,1
19568,1,1,0,1
19569,0,1,1,1
19570,1,0,1,1
19571,1,1,1,1
19572,0,0,1,1
19573,1,1,0,1
19574,0,0,1,1
19575,0,0,1,1
19576,0,0,1,1
19577,1,0,1,1
19578,0,0,1,1
19579,0,0,0,1
19580,1,1,1,1
19581,1,1,0,0
19582,1,0,0,1
19583,1,0,0,1
19584,0,1,1,1
19585,1,1,0,1
19586,0,1,0,0
19587,1,1,0,1
19588,0,1,1,1
19589,0,1,0,0
19590,0,1,0,1
19591,1,0,0,0
19592,1,1,0,0
19593,1,1,1,1
19594,0,0,1,1
19595,1,0,1,1
19596,1,0,1,1
19597,0,1,0,1
19598,0,1,0,0
19599,1,1,1,1
19600,1,1,1,1
19601,0,1,0,0
19602,0,1,1,1
19603,1,0,0,1
19604,1,1,0,1
19605,0,0,1,1
19606,0,1,0,1
19607,1,1,1,1
19608,0,1,0,0
19609,1,1,0,1
19610,1,0,1,1
19611,1,0,0,1
19612,1,0,1,1
19613,1,1,1,1
19614,1,0,0,0
19615,0,1,0,1
19616,1,1,1,1
19617,1,1,1,1
19618,1,0,0,1
19619,0,0,0,1
19620,0,0,0,1
19621,1,1,1,0
19622,0,1,0,1
19623,1,1,0,1
19624,1,0,1,1
19625,1,1,0,0
19626,0,0,0,0
19627,0,1,1,1
19628,0,0,1,1
19629,1,1,0,0
19630,1,1,0,1
19631,1,0,1,1
19632,0,1,0,1
19633,0,0,1,1
19634,0,1,0,0
19635,1,0,1,1
19636,1,0,0,0
19637,0,1,1,1
19638,0,0,0,0
19639,1,1,0,0
19640,1,1,1,1
19641,1,0,0,1
19642,1,1,1,1
19643,1,0,0,0
19644,1,1,1,1
19645,0,1,1,1
19646,1,0,0,1
19647,1,0,0,0
19648,0,1,1,0
19649,1,1,1,1
19650,0,1,0,1
19651,1,1,1,1
19652,0,1,0,0
19653,1,1,0,1
19654,1,0,1,1
19655,1,0,1,1
19656,0,1,0,0
19657,1,1,0,0
19658,0,1,1,1
19659,1,0,1,1
19660,0,1,0,0
19661,0,0,0,1
19662,1,0,0,1
19663,0,1,1,1
19664,0,1,0,1
19665,1,0,0,0
19666,1,1,0,1
19667,0,1,1,1
19668,1,0,0,1
19669,1,0,0,0
19670,1,1,0,0
19671,1,0,1,1
19672,0,1,0,1
19673,1,0,1,1
19674,1,0,1,1
19675,0,1,1,1
19676,0,1,1,0
19677,1,0,1,1
19678,1,1,1,1
19679,0,0,1,1
19680,0,0,0,1
19681,1,1,0,1
19682,1,0,0,1
19683,1,0,0,0
19684,0,0,1,1
19685,0,0,1,1
19686,0,0,1,1
19687,0,0,1,1
19688,1,1,1,1
19689,0,1,1,1
19690,1,1,0,1
19691,1,0,0,1
19692,1,1,1,1
19693,1,1,0,1
19694,1,1,0,1
19695,1,1,1,1
19696,0,1,0,0
19697,0,1,0,1
19698,0,1,1,1
19699,1,0,0,0
19700,1,0,0,0
19701,0,1,1,1
19702,1,0,0,0
19703,1,0,0,1
19704,0,0,1,1
19705,0,1,1,0
19706,1,1,0,0
19707,0,1,1,1
19708,1,0,0,1
19709,0,1,0,0
19710,1,0,1,1
19711,1,0,0,0
19712,1,0,1,1
19713,0,0,0,0
19714,1,0,0,1
19715,0,1,1,1
19716,1,1,0,1
